control_id,pillar,title,severity,description,evidence_kind,evidence_value,maps_to,overrides,references,remediation_hint
BSI_APP31_A3,"APP -- Applications",Secure error and exception handling (APP.3.1.A3),high,"Web applications must not return stack traces, internal error messages, or technical details to end users. Error messages presented to users must be generic and must not reveal information about system architecture, database schema, or internal identifiers. Detailed diagnostic information must be logged server-side only and protected from unauthorised access.",reuse_standard_signal,CRYPTO,GDPR_Art_32;ISO_27001_A.8.26,,https://www.bsi.bund.de/dok/APP-3-1,"Replace default error pages with custom generic messages; configure the application to suppress stack traces in production mode; review error handling as part of security code review."
BSI_APP31_A6,"APP -- Applications",Input validation for web applications (APP.3.1.A6),high,"All input received by web applications from users, APIs, and external services must be validated against expected type, length, format, and range before processing. Validation must be performed server-side. Parameterised queries or prepared statements must be used for all database interactions to prevent injection attacks.",reuse_standard_signal,CRYPTO,GDPR_Art_32;GDPR_Art_25;ISO_27001_A.8.26,,https://www.bsi.bund.de/dok/APP-3-1,"Implement a centralised input validation layer; enforce parameterised queries throughout the data access layer; include input fuzzing in the automated security test suite."
BSI_APP43_A1,"APP -- Applications",Database access control (APP.4.3.A1),high,"Access to databases must be restricted to authorised applications and users. Each application must use a dedicated database account with the minimum permissions required for its function. Direct user access to production databases must require explicit authorisation and must be logged. Superuser credentials must not be used by application code.",reuse_standard_signal,IAM,GDPR_Art_32;GDPR_Art_5_1_f;ISO_27001_A.8.5;ISO_27001_A.8.26,,https://www.bsi.bund.de/dok/APP-4-3,"Assign each application its own database user with least-privilege schema grants; prohibit shared superuser credentials in application connection strings; log and alert on direct DBA access to production."
BSI_APP43_A2,"APP -- Applications",Minimal database configuration (APP.4.3.A2),high,"Database instances must be configured with the minimal set of services and features enabled. Unused stored procedures, remote administration features, and sample schemas must be disabled or removed. The database management system must run under a dedicated low-privilege service account and must not be reachable from general user networks.",reuse_standard_signal,DATA,GDPR_Art_32;ISO_27001_A.8.8;ISO_27001_A.8.9,,https://www.bsi.bund.de/dok/APP-4-3,"Apply the CIS benchmark for the relevant DBMS; disable the remote administration interface in production; run the DBMS service under a non-root, non-administrator account."
BSI_APP43_A3,"APP -- Applications",Database transaction security (APP.4.3.A3),high,"Database transactions must be designed to maintain data integrity under concurrent access. Appropriate transaction isolation levels must be selected for each workload and documented. Partial write failures must not leave data in an inconsistent state; rollback procedures must be tested as part of recovery drills.",reuse_standard_signal,DATA,GDPR_Art_32;GDPR_Art_5_1_d;ISO_27001_A.8.26,,https://www.bsi.bund.de/dok/APP-4-3,"Select transaction isolation levels intentionally and document the rationale; include concurrency and failure injection tests in the test suite; verify rollback behaviour during restore drills."
BSI_APP44_A1,"APP -- Applications",Container orchestration security policy (APP.4.4.A1),high,"A security policy for container orchestration platforms (Kubernetes or equivalent) must be established covering role-based access control, network policies, pod security standards, image provenance controls, and secrets management. Default orchestration configurations that are insecure must be overridden before workload deployment.",context_doc,evidence/app44-a1-container-policy.md,GDPR_Art_32;GDPR_Art_25;ISO_27001_A.8.9,,https://www.bsi.bund.de/dok/APP-4-4,"Apply a pod security standard (at minimum Baseline, prefer Restricted); deploy network policies to restrict pod-to-pod communication; use an external secrets manager rather than plain Kubernetes Secrets."
BSI_APP44_A2,"APP -- Applications",Container image management and provenance (APP.4.4.A2),high,"Container images must be sourced from trusted registries. Images must be scanned for known vulnerabilities before deployment and must not contain critical or high-severity CVEs. Images must be signed to provide provenance assurance. Base images must be updated with security patches within the patch management SLAs.",reuse_standard_signal,SBOM,GDPR_Art_32;ISO_27001_A.8.8;ISO_27001_A.8.9,,https://www.bsi.bund.de/dok/APP-4-4,"Integrate container image scanning (Trivy, Grype, or equivalent) into the CI pipeline; block deployment of images with critical CVEs; enforce image signing with Cosign or equivalent."
BSI_SYS11_A1,"SYS -- IT Systems",Physical and logical access restrictions for servers (SYS.1.1.A1),high,"Physical access to server hardware must be restricted to authorised personnel. Logical access must be restricted to named administrators; interactive login with shared accounts is prohibited. Server consoles and management interfaces must be accessible only from defined management networks. Access must be logged.",context_doc,evidence/sys11-a1-server-access.md,GDPR_Art_32;ISO_27001_A.7.1;ISO_27001_A.8.5,,https://www.bsi.bund.de/dok/SYS-1-1,"Implement physical access control to server locations; restrict management-plane access to a dedicated management VLAN; disable or remove console access routes not required for operations."
BSI_SYS11_A2,"SYS -- IT Systems",Minimal server configuration (SYS.1.1.A2),high,"Server operating systems must be configured with the minimum set of services, packages, and open network ports required for their function. All unnecessary services must be disabled or removed. The operating system must be hardened in accordance with a recognised baseline such as a CIS Benchmark or the BSI SiSyP hardening guide.",reuse_standard_signal,CRYPTO,GDPR_Art_32;ISO_27001_A.8.8;ISO_27001_A.8.9,,https://www.bsi.bund.de/dok/SYS-1-1,"Apply the CIS Benchmark for the server operating system; automate configuration baseline checks with a compliance scanner; remediate deviations within the patch management SLAs."
BSI_SYS11_A3,"SYS -- IT Systems",Restrictive authorisation for server access (SYS.1.1.A3),high,"Administrator privileges on servers must be granted only when required and must follow the principle of least privilege. Privilege escalation must use just-in-time or just-enough-access mechanisms where available. Root or local administrator login must be logged and, where possible, disabled in favour of named accounts with controlled privilege escalation.",reuse_standard_signal,IAM,GDPR_Art_32;ISO_27001_A.8.2;ISO_27001_A.8.18,,https://www.bsi.bund.de/dok/SYS-1-1,"Disable direct root SSH login; use PAM or sudo with logging enabled for privilege escalation; alert on unexpected root access events in the SIEM."
BSI_SYS16_A1,"SYS -- IT Systems",Container security planning (SYS.1.6.A1),high,"A security concept for containerised deployments must be established before production rollout. The concept must address the full container lifecycle (build, ship, and run), the orchestration platform configuration, network isolation between containers, and secrets management. The concept must be reviewed when the platform or base images change significantly.",context_doc,evidence/sys16-a1-container-security.md,GDPR_Art_32;GDPR_Art_25;ISO_27001_A.8.9,BSI_APP44_A1,https://www.bsi.bund.de/dok/SYS-1-6,"Write and approve the container security concept before migrating workloads to containers; align with the APP.4.4 policy; review when the orchestration platform or base images change significantly."
BSI_SYS16_A2,"SYS -- IT Systems",Container image build security (SYS.1.6.A2),high,"Container images must be built from minimal base images, must not run as root by default, and must have a non-root user defined in the build specification. Multi-stage builds must be used to remove build-time artefacts and tooling from the production image. Image build pipelines must be version-controlled.",reuse_standard_signal,SBOM,GDPR_Art_32;ISO_27001_A.8.9,,https://www.bsi.bund.de/dok/SYS-1-6,"Enforce a non-root USER directive in all Dockerfiles; use distroless or minimal base images; run image linting (hadolint or equivalent) in the CI pipeline."
BSI_SYS16_A5,"SYS -- IT Systems",Authorisation of container deployments (SYS.1.6.A5),high,"Container deployments to production must be authorised through the change management process. Only images that have passed security scanning and signing checks may be deployed to production. Deployment authorisation must be enforced by admission controls in the orchestration platform and logged.",reuse_standard_signal,IAM,GDPR_Art_32;ISO_27001_A.8.9;ISO_27001_A.8.32,,https://www.bsi.bund.de/dok/SYS-1-6,"Deploy an admission controller (OPA/Gatekeeper, Kyverno, or equivalent) enforcing image signing and scan status before production admission; log all admission decisions."
BSI_NET11_A1,"NET -- Networks and Communication",Network architecture requirements (NET.1.1.A1),high,"A network architecture concept must be established defining network zones, trust boundaries, permitted traffic flows between zones, and the placement of security controls including firewalls, proxies, and load balancers. The architecture must follow the principle of need-to-connect. The concept must be kept current as the infrastructure evolves.",context_doc,evidence/net11-a1-network-architecture.md,GDPR_Art_32;ISO_27001_A.8.20;ISO_27001_A.8.22,,https://www.bsi.bund.de/dok/NET-1-1,"Document the network architecture with zone definitions and permitted flows; validate the documentation against actual network configuration annually; review after every significant infrastructure change."
BSI_NET11_A2,"NET -- Networks and Communication",Network segmentation (NET.1.1.A2),high,"IT systems with different protection requirements must be separated into distinct network segments. Internet-facing components must be placed in a demilitarised zone (DMZ). Internal systems processing personal or confidential data must be isolated from general-purpose user networks and from each other where their protection requirements differ.",reuse_standard_signal,EGR,GDPR_Art_32;GDPR_Art_25;ISO_27001_A.8.22,,https://www.bsi.bund.de/dok/NET-1-1,"Implement VLAN or virtual network segmentation; restrict lateral movement between segments with stateful firewall rules; verify segmentation with network scanning after changes."
BSI_NET11_A3,"NET -- Networks and Communication",Secure network management access (NET.1.1.A3),high,"Management access to network equipment must be restricted to a dedicated out-of-band management network or a hardened jump host. Remote management must use encrypted protocols (SSH or HTTPS) with multi-factor authentication. All management-plane access must be logged and reviewed periodically.",context_doc,evidence/net11-a3-network-management.md,GDPR_Art_32;ISO_27001_A.8.20,,https://www.bsi.bund.de/dok/NET-1-1,"Disable Telnet and unencrypted management protocols; route management access through a dedicated bastion or jump host; enforce MFA for all remote network management access."
BSI_NET32_A1,"NET -- Networks and Communication",Firewall security policy (NET.3.2.A1),high,"A documented firewall security policy must define the default-deny principle for traffic between security zones. Permitted traffic flows must be explicitly allowed on a need-to-communicate basis. The policy must be reviewed when application requirements change and the ruleset must be audited for redundant or overly permissive rules at least annually.",context_doc,evidence/net32-a1-firewall-policy.md,GDPR_Art_32;ISO_27001_A.8.22,,https://www.bsi.bund.de/dok/NET-3-2,"Establish and approve the firewall ruleset against a written policy; audit the ruleset for shadowed or redundant rules annually; remove rules no longer required by an active application."
BSI_NET32_A2,"NET -- Networks and Communication",Stateful firewall implementation (NET.3.2.A2),high,"Stateful packet inspection firewalls must be deployed at all boundaries between network security zones. Firewall rules must block all traffic not explicitly permitted by the security policy. Firewall logging must capture all connection attempts including denied flows and must be retained and forwarded to the central logging system.",reuse_standard_signal,EGR,GDPR_Art_32;ISO_27001_A.8.20;ISO_27001_A.8.22,,https://www.bsi.bund.de/dok/NET-3-2,"Review and prune firewall rulesets quarterly; ensure denied flows are logged to the central SIEM; test firewall rules with automated network scanning after each significant rule change."
BSI_NET33_A1,"NET -- Networks and Communication",VPN security requirements (NET.3.3.A1),high,"Virtual private network (VPN) connections used for remote access or site-to-site connectivity must use only approved cryptographic algorithms and key lengths compliant with BSI TR-02102 or equivalent. VPN connections must require mutual authentication. Unused or inactive VPN accounts must be disabled within a defined inactivity period.",reuse_standard_signal,CRYPTO,GDPR_Art_32;ISO_27001_A.8.24;ISO_27001_A.8.20,,https://www.bsi.bund.de/dok/NET-3-3,"Configure VPN gateways to allow only TLS 1.2+ or IKEv2 with BSI TR-02102-compliant cipher suites; enforce MFA for all remote-access VPN connections; automate deactivation of inactive VPN accounts."
BSI_ISMS1_A2,ISMS -- Security Management,Review of information security roles and responsibilities (ISMS.1.A2),medium,"Information security roles, responsibilities, and delegated authorities must be reviewed at least annually to verify they remain appropriate as the organisation evolves. Role holders must re-confirm acceptance in writing after any significant change.",context_doc,evidence/isms1-a2-security-roles-review.md,GDPR_Art_24;ISO_27001_A.5.2;ISO_27001_A.5.3,,https://www.bsi.bund.de/dok/ISMS-1,Conduct and document an annual review of all information security roles; update the RACI when organisational changes occur; re-obtain written acceptance from role holders when responsibilities change significantly.
BSI_ISMS1_A5,ISMS -- Security Management,System-specific security concepts for IT systems (ISMS.1.A5),medium,"Each IT system or group of comparable systems in scope must have a system-specific security concept derived from IT-Grundschutz modelling. The concept must document protection requirements, applicable Bausteine, implemented measures, and approved deviations.",context_doc,evidence/isms1-a5-system-security-concepts.md,GDPR_Art_32;ISO_27001_A.5.14;ISO_27001_A.5.31,,https://www.bsi.bund.de/dok/ISMS-1,Complete IT-Grundschutz modelling for each IT system in scope; document the resulting security concept with implemented measures and approved deviations; review the concept when the system changes significantly.
BSI_ISMS1_A7,ISMS -- Security Management,Information security advice for projects and procurements (ISMS.1.A7),medium,"The information security officer must be consulted on all projects and procurements that could have a material impact on information security, before decisions are made. The ISO must provide formal sign-off at key decision points.",context_doc,evidence/isms1-a7-security-advice.md,GDPR_Art_25;GDPR_Art_32;ISO_27001_A.5.31,,https://www.bsi.bund.de/dok/ISMS-1,Establish a formal consultation process requiring ISO involvement at project initiation and procurement stages; document the ISO assessment and sign-off; track outstanding security requirements as project milestones.
BSI_ORP1_A3,ORP -- Organisation and Personnel,Supervisory responsibility for information security (ORP.1.A3),medium,Supervisors at all levels must ensure that staff under their responsibility fulfil their information security obligations and are appropriately trained. Non-compliance must be addressed promptly and documented. Supervisors must themselves participate in security awareness activities.,context_doc,evidence/orp1-a3-supervisory-responsibility.md,GDPR_Art_29;ISO_27001_A.5.2;ISO_27001_A.6.3,,https://www.bsi.bund.de/dok/ORP-1,Include information security responsibilities in supervisor job descriptions; require supervisors to attend security awareness sessions; define a process for supervisors to report and address staff non-compliance.
BSI_ORP1_A5,ORP -- Organisation and Personnel,Formal notification of staff obligations (ORP.1.A5),medium,"All staff must be formally notified of their information security obligations in writing. The notification must cover applicable policies, acceptable use rules, and consequences of non-compliance. Staff must acknowledge receipt and understanding; acknowledgements must be retained and refreshed at defined intervals.",context_doc,evidence/orp1-a5-staff-obligations.md,GDPR_Art_29;ISO_27001_A.6.3;ISO_27001_A.5.37,,https://www.bsi.bund.de/dok/ORP-1,Issue and record a formal security obligations acknowledgement for every employee and contractor; integrate the acknowledgement into the onboarding process; refresh annually.
BSI_ORP2_A3,ORP -- Organisation and Personnel,Secure return of equipment and credentials on departure (ORP.2.A3),medium,"All institutional equipment, credentials, access cards, and keys must be formally returned by departing staff before or at the point of departure. Return completion must be documented and confirmed by an authorised manager or HR representative.",context_doc,evidence/orp2-a3-equipment-return.md,ISO_27001_A.6.5;ISO_27001_A.8.11,,https://www.bsi.bund.de/dok/ORP-2,Add an equipment and credential return checklist to the offboarding procedure; require manager confirmation of completed return before departure; escalate non-returns to the information security officer within 24 hours.
BSI_CON1_A3,CON -- Concepts and Procedures,Hardware security module for key storage (CON.1.A3),medium,Cryptographic keys protecting sensitive or personal data must be stored in a hardware security module (HSM) or an equivalent hardware-protected key store. Software-only key storage is not permitted for keys that protect confidential or higher-classified data.,reuse_standard_signal,CRYPTO,GDPR_Art_32;ISO_27001_A.8.24,,https://www.bsi.bund.de/dok/CON-1,Migrate sensitive data encryption keys to an HSM or cloud-provider hardware-backed KMS; document which key classes are hardware-protected; prohibit software-only key storage for keys protecting confidential data.
BSI_CON1_A5,CON -- Concepts and Procedures,Secure deletion and destruction of data (CON.1.A5),medium,Data that is no longer required must be securely deleted or physically destroyed using a procedure appropriate to the sensitivity of the data. Simple file deletion is not sufficient for confidential data. Deletion and destruction events must be documented.,context_doc,evidence/con1-a5-secure-deletion.md,GDPR_Art_17;GDPR_Art_5_1_e;ISO_27001_A.8.10,,https://www.bsi.bund.de/dok/CON-1,Implement a secure deletion policy specifying the required method per data classification; verify that storage media is overwritten or cryptographically erased before disposal; maintain a deletion log for sensitive data assets.
BSI_CON3_A4,CON -- Concepts and Procedures,Physical and logical protection of backup media (CON.3.A4),medium,Backup media must be stored in a physically secured location with access controlled and logged separately from the primary system. Logical access to backup repositories must be restricted to authorised personnel. Remote access must be protected by additional measures.,context_doc,evidence/con3-a4-backup-storage.md,GDPR_Art_32;ISO_27001_A.7.10;ISO_27001_A.8.13,,https://www.bsi.bund.de/dok/CON-3,Restrict physical access to backup media to an authorised set; maintain an access log; require multi-factor authentication for remote access to backup repositories; review access controls annually.
BSI_CON3_A5,CON -- Concepts and Procedures,Backup media rotation and off-site storage (CON.3.A5),medium,A media rotation scheme must be defined and implemented for tape or removable backup media. At least one backup copy must be stored off-site at all times. The off-site location must provide physical and environmental security equivalent to the primary backup storage.,context_doc,evidence/con3-a5-backup-rotation.md,GDPR_Art_32;ISO_27001_A.8.13,,https://www.bsi.bund.de/dok/CON-3,Define and document the rotation schedule; confirm that at least one current off-site copy exists; verify that the off-site location meets the same physical security standard as primary backup storage; test off-site retrieval annually.
BSI_OPS112_A4,OPS -- Operations,Post-change evaluation (OPS.1.1.2.A4),medium,"After completing a change, a formal evaluation must be performed to verify that the objectives of the change were met and that no unintended side-effects occurred. Changes to security-relevant components must include a specific security verification step.",context_doc,evidence/ops112-a4-change-evaluation.md,GDPR_Art_32;ISO_27001_A.8.32,,https://www.bsi.bund.de/dok/OPS-1-1-2,Add a mandatory post-change evaluation step to the change management process; require independent sign-off on the evaluation; capture the outcome in the change record.
BSI_OPS113_A4,OPS -- Operations,Centralised vulnerability tracking register (OPS.1.1.3.A4),medium,"All identified vulnerabilities across IT systems in scope must be recorded in a centralised tracking register with current remediation status, assigned owner, and target completion date. The register must be reviewed at least weekly; overdue critical vulnerabilities must be escalated to the information security officer immediately.",reuse_standard_signal,SBOM,GDPR_Art_32;ISO_27001_A.8.8,,https://www.bsi.bund.de/dok/OPS-1-1-3,Deploy a vulnerability management tool to centralise tracking; require all confirmed vulnerabilities to be recorded within 24 hours; automate escalation for items approaching their target remediation date.
BSI_OPS115_A2,OPS -- Operations,Backup failure response plans (OPS.1.1.5.A2),medium,"Documented plans must define the procedures to be followed in the event of a backup failure, including immediate response steps, escalation path, and contingency measures to minimise data loss until the backup capability is restored.",context_doc,evidence/ops115-a2-backup-plans.md,GDPR_Art_32;ISO_27001_A.8.13,,https://www.bsi.bund.de/dok/OPS-1-1-5,Write and approve a backup failure response procedure; include it in the operations runbook; test the procedure as part of the annual BCP test; update based on test findings.
BSI_OPS22_A5,OPS -- Operations,Cloud service exit planning (OPS.2.2.A5),medium,"A documented exit plan must be maintained for each critical cloud service, defining the procedures, timelines, technical steps, and personnel required to migrate away from the service. The plan must address data portability, service continuity during transition, and contract termination requirements.",context_doc,evidence/ops22-a5-cloud-exit.md,GDPR_Art_20;GDPR_Art_46;ISO_27001_A.5.20,,https://www.bsi.bund.de/dok/OPS-2-2,Document an exit plan for each critical cloud service; verify data portability by testing export and import of representative data; review the exit plan annually and at each contract renewal.
BSI_DER1_A4,DER -- Detection and Response,Regular analysis of log data (DER.1.A4),medium,"Collected security log data must be regularly analysed to identify patterns, anomalies, and potential indicators of compromise. Log analysis must be documented; findings that indicate a security event must trigger the incident management process.",reuse_standard_signal,OBS,GDPR_Art_32;ISO_27001_A.8.16;ISO_27001_A.5.27,,https://www.bsi.bund.de/dok/DER-1,Establish a weekly or continuous log review process; document analysis findings; configure automated correlation rules to identify multi-event patterns; ensure trained personnel perform or supervise log analysis.
BSI_DER1_A5,DER -- Detection and Response,Automated real-time event detection (DER.1.A5),medium,Automated mechanisms must be deployed to detect security-relevant events in real time without depending on manual log review. Detection rules must be tuned to reduce false positives while maintaining sensitivity to genuine threats. Alert rules must be reviewed and tested at regular intervals.,reuse_standard_signal,OBS,GDPR_Art_32;ISO_27001_A.8.16,,https://www.bsi.bund.de/dok/DER-1,Deploy a SIEM or equivalent automated detection platform; implement and tune detection rules for the defined threat model; test alert rules against synthetic events at least quarterly; document tuning decisions.
BSI_DER21_A4,DER -- Detection and Response,IT forensics capability for incident investigation (DER.2.1.A4),medium,"The institution must maintain or have contractual access to IT forensics capability for investigating security incidents. A forensic procedure must define how evidence is collected, preserved, and documented without contamination. First-responder staff must be trained in evidence preservation.",context_doc,evidence/der21-a4-forensics.md,GDPR_Art_33;ISO_27001_A.5.28,,https://www.bsi.bund.de/dok/DER-2-1,Establish or contract IT forensics capability before it is needed; document the forensic evidence preservation procedure; train first-responder staff; verify capability through at least one dry-run exercise per year.
BSI_DER31_A3,DER -- Detection and Response,Verification of audit finding remediation (DER.3.1.A3),medium,All findings from information security audits must be subject to a formal follow-up verification to confirm that remediation actions were completed within agreed timeframes. The follow-up verification must be independent of the team that performed the remediation.,context_doc,evidence/der31-a3-audit-followup.md,GDPR_Art_32;ISO_27001_A.5.35;ISO_27001_A.5.36,,https://www.bsi.bund.de/dok/DER-3-1,Include a formal follow-up verification step in the audit lifecycle; assign verification to an independent auditor; report verification results to management; escalate findings remaining open beyond the agreed remediation date.
BSI_DER4_A3,DER -- Detection and Response,Business continuity testing with third parties (DER.4.A3),medium,Business continuity tests must include participation of key third-party service providers and critical supply chain partners where their services are material to recovery. The joint test must verify the third party's recovery capabilities and communication procedures under simulated disruption conditions.,context_doc,evidence/der4-a3-bcp-third-party.md,GDPR_Art_32;GDPR_Art_28;ISO_27001_A.5.30,,https://www.bsi.bund.de/dok/DER-4,Identify critical third-party dependencies in the BCP; invite key service providers to participate in the annual continuity test; document their participation and test outcomes; track and resolve gaps identified during joint exercises.
BSI_APP31_A4,APP -- Applications,Secure session management for web applications (APP.3.1.A4),medium,"Web applications must implement secure session management including cryptographically strong session token generation, binding of sessions to user context, timeout after inactivity, and secure invalidation on logout. Session tokens must not be exposed in URLs.",reuse_standard_signal,IAM,GDPR_Art_32;GDPR_Art_25;ISO_27001_A.8.26,,https://www.bsi.bund.de/dok/APP-3-1,Implement session management using a well-reviewed library; configure session timeout at 30 minutes of inactivity or less; verify that logout invalidates the server-side session; test session fixation and hijacking resistance in security acceptance.
BSI_APP31_A5,APP -- Applications,Logging of security events in web applications (APP.3.1.A5),medium,"Web applications must log security-relevant events including authentication attempts, access control failures, and input validation errors. Logs must be structured, timestamped, and forwarded to the central logging system. Application logs must not capture sensitive values such as passwords or tokens.",reuse_standard_signal,OBS,GDPR_Art_32;ISO_27001_A.8.15;ISO_27001_A.8.16,,https://www.bsi.bund.de/dok/APP-3-1,Configure application-level logging for all defined security event classes; verify that logs are forwarded to the SIEM; confirm that sensitive values are excluded from logs; test logging coverage as part of security acceptance.
BSI_APP43_A4,APP -- Applications,Database activity monitoring (APP.4.3.A4),medium,"Access to sensitive data in databases must be monitored for unusual or anomalous patterns. Database activity monitoring must cover both application-tier queries and direct DBA access. Alerts must be generated for bulk data extraction, privilege escalation, and access outside normal business patterns.",reuse_standard_signal,OBS,GDPR_Art_32;GDPR_Art_5_1_f;ISO_27001_A.8.15,,https://www.bsi.bund.de/dok/APP-4-3,Deploy database activity monitoring for all databases storing personal or sensitive data; define baseline normal access patterns; configure alerts for anomalous access; forward DAM logs to the central SIEM.
BSI_APP43_A5,APP -- Applications,Encryption at rest for databases (APP.4.3.A5),medium,Databases storing sensitive or personal data must be protected by encryption at rest. Encryption keys must be managed separately from the encrypted data and must not be stored on the same infrastructure as the database host.,reuse_standard_signal,CRYPTO,GDPR_Art_32;GDPR_Art_9;ISO_27001_A.8.24,,https://www.bsi.bund.de/dok/APP-4-3,Enable transparent data encryption or equivalent for all databases holding personal data; store encryption keys in an HSM or cloud-managed key service separate from the database host; verify encryption coverage in each audit cycle.
BSI_APP44_A3,APP -- Applications,Runtime security monitoring for containers (APP.4.4.A3),medium,"Container workloads must be monitored for anomalous behaviour at runtime. Runtime security controls must detect unexpected process execution, network connections, and file system modifications within running containers.",reuse_standard_signal,OBS,GDPR_Art_32;ISO_27001_A.8.16,,https://www.bsi.bund.de/dok/APP-4-4,Deploy a container runtime security tool; define baseline behavioural profiles for each container workload; configure alerts for deviations; forward runtime alerts to the SIEM.
BSI_SYS11_A4,SYS -- IT Systems,Host-based network filtering for servers (SYS.1.1.A4),medium,A host-based firewall or equivalent host-level filtering mechanism must be deployed on all servers to restrict inbound and outbound network connections to only those explicitly required for the server's function. Default-deny rules must be applied at the host level.,reuse_standard_signal,EGR,GDPR_Art_32;ISO_27001_A.8.20;ISO_27001_A.8.22,,https://www.bsi.bund.de/dok/SYS-1-1,Enable and configure host-based firewall rules on all servers; document permitted connection flows; verify that host-level rules are consistent with network-level controls; review annually.
BSI_SYS11_A5,SYS -- IT Systems,Physical environment protection for server hardware (SYS.1.1.A5),medium,"Server hardware must be protected against environmental hazards including overheating, humidity, and power fluctuations. Environmental monitoring must be in place with automated alerting on threshold breach. Uninterruptible power supplies must be installed for servers where continuous availability is required.",context_doc,evidence/sys11-a5-physical-environment.md,GDPR_Art_32;ISO_27001_A.7.5;ISO_27001_A.7.6,,https://www.bsi.bund.de/dok/SYS-1-1,Install environmental monitoring with automated alerts; document UPS coverage for critical servers; test UPS failover at least annually; review environmental controls when the data centre configuration changes.
BSI_SYS16_A3,SYS -- IT Systems,Container network policies (SYS.1.6.A3),medium,Kubernetes network policies or equivalent must restrict pod-to-pod communication to only explicitly permitted connections. A default-deny network policy must be applied at the namespace level. Network policy configuration must be version-controlled alongside the application manifests.,reuse_standard_signal,EGR,GDPR_Art_32;GDPR_Art_25;ISO_27001_A.8.22,,https://www.bsi.bund.de/dok/SYS-1-6,Deploy and enforce a default-deny Kubernetes NetworkPolicy in all production namespaces; explicitly allow only required pod connections; audit network policy coverage with a policy validator; review when services are added or modified.
BSI_SYS16_A4,SYS -- IT Systems,Read-only container filesystems (SYS.1.6.A4),medium,Container filesystems must be mounted read-only where technically feasible. Any write operations required by the container must be directed to explicitly defined writable volumes. Running containers must not be modified after deployment.,reuse_standard_signal,SBOM,GDPR_Art_32;ISO_27001_A.8.9,,https://www.bsi.bund.de/dok/SYS-1-6,Set readOnlyRootFilesystem: true in container security contexts; define explicit writable volumes only where required; enforce this setting via admission control policy; verify compliance in the CI pipeline image configuration check.
BSI_NET11_A4,NET -- Networks and Communication,Network path redundancy for critical infrastructure (NET.1.1.A4),medium,"Critical network paths must be designed with redundancy to eliminate single points of failure. Where redundancy cannot be achieved, identified single points of failure must be documented as residual risks with compensating controls. Network failover mechanisms must be tested at defined intervals.",context_doc,evidence/net11-a4-network-redundancy.md,GDPR_Art_32;ISO_27001_A.8.20;ISO_27001_A.8.14,,https://www.bsi.bund.de/dok/NET-1-1,Document network topology with identified single points of failure; implement redundant paths for critical links; test failover mechanisms annually; track unresolved single points of failure as risks in the risk register.
BSI_NET11_A5,NET -- Networks and Communication,Filtering between internal security zones (NET.1.1.A5),medium,"Security controls equivalent in function to a firewall must be deployed at all boundaries between internal security zones. Lateral movement between internal zones must be filtered to only explicitly permitted flows. Internal zone boundary controls must be monitored, logged, and reviewed annually.",reuse_standard_signal,EGR,GDPR_Art_32;ISO_27001_A.8.22,,https://www.bsi.bund.de/dok/NET-1-1,Deploy stateful filtering at all internal zone boundaries; enforce default-deny between zones; monitor and log inter-zone traffic; review internal zone firewall rules as part of the annual network security audit.
BSI_NET32_A3,NET -- Networks and Communication,Intrusion detection and prevention system deployment (NET.3.2.A3),medium,Intrusion detection or prevention systems must be deployed at critical network boundaries to detect and optionally block known attack patterns. IDS/IPS signatures and behavioural models must be kept current. Detection alerts must be forwarded to the central logging system.,reuse_standard_signal,OBS,GDPR_Art_32;ISO_27001_A.8.16,,https://www.bsi.bund.de/dok/NET-3-2,Deploy network IDS/IPS at DMZ and data centre ingress boundaries; maintain up-to-date signature feeds; forward alerts to the SIEM; review IDS/IPS configuration and alert tuning quarterly.
BSI_NET32_A4,NET -- Networks and Communication,Firewall penetration testing (NET.3.2.A4),medium,Firewall configurations must be subject to regular penetration testing or independent technical security review to verify that the implemented rules enforce the security policy and that no unintended access paths exist.,context_doc,evidence/net32-a4-firewall-pentest.md,GDPR_Art_32;ISO_27001_A.8.8;ISO_27001_A.5.35,,https://www.bsi.bund.de/dok/NET-3-2,Schedule annual firewall penetration testing or independent ruleset review; remediate all critical and high findings within the patch management SLA; document test results and present them to the information security officer.
BSI_NET33_A2,NET -- Networks and Communication,VPN connection event logging (NET.3.3.A2),medium,"All VPN connection events must be logged including successful connections, failed authentication attempts, and session terminations. Logs must include timestamps, user or device identifiers, and source IP addresses. VPN logs must be forwarded to the central logging system.",reuse_standard_signal,OBS,GDPR_Art_32;ISO_27001_A.8.15;ISO_27001_A.8.20,,https://www.bsi.bund.de/dok/NET-3-3,Enable and configure VPN gateway logging for all event types; verify log forwarding to the SIEM; confirm that logs capture all required fields; set retention to meet the minimum required period.
